,pre,post,witvliet_7_syn,witvliet_8_syn,cel_n2u_syn,pristi_series14,pristi_series15,how_many_datasets_have_syn,sum_synaptic_weight,average_synaptic_weight,herm_conservation,pristi_conservation,species_specific
284,AIN,AIN,0.0,1.0,2.0,0.0,0.0,2,3.0,3.0,2,0,not specific
285,AIN,AIY,0.0,1.0,0.0,1.0,0.0,2,2.0,2.0,1,1,not specific
286,AIN,AIZ,0.0,0.0,0.0,7.0,3.0,2,10.0,10.0,0,2,pristi_specific
287,AIN,ASE,3.0,3.0,5.0,0.0,3.0,4,14.0,7.0,3,1,not specific
288,AIN,ASG,0.0,0.0,2.0,0.0,0.0,1,2.0,2.0,1,0,not specific
289,AIN,ASI,0.0,0.0,11.0,0.0,0.0,1,11.0,11.0,1,0,not specific
290,AIN,AUA,7.0,5.0,5.0,9.0,6.0,5,32.0,32.0,3,2,core
291,AIN,AVA,0.0,1.0,0.0,0.0,0.0,1,1.0,1.0,1,0,not specific
292,AIN,AWA,0.0,0.0,0.0,10.0,3.0,2,13.0,13.0,0,2,pristi_specific
293,AIN,AWC,1.0,0.0,2.0,0.0,0.0,2,3.0,1.5,2,0,not specific
294,AIN,BAG,19.0,16.0,14.0,12.0,2.0,5,63.0,63.0,3,2,core
295,AIN,CEP,3.0,5.0,2.0,0.0,0.0,3,10.0,2.5,3,0,cel_specific
296,AIN,RIA,1.0,0.0,0.0,6.0,0.0,2,7.0,7.0,1,1,not specific
297,AIN,RIB,15.0,13.0,13.0,22.0,9.0,5,72.0,36.0,3,2,core
298,AIN,RID,1.0,5.0,4.0,0.0,0.0,3,10.0,10.0,3,0,cel_specific
299,AIN,RIM,4.0,2.0,0.0,0.0,0.0,2,6.0,1.2,2,0,not specific
300,AIN,RMD,0.0,0.0,3.0,0.0,0.0,1,3.0,0.6,1,0,not specific
301,AIN,RMF,0.0,2.0,1.0,0.0,0.0,2,3.0,1.5,2,0,not specific
302,AIN,SAA,0.0,0.0,3.0,0.0,0.0,1,3.0,3.0,1,0,not specific
303,AIN,URX,1.0,0.0,4.0,0.0,0.0,2,5.0,1.25,2,0,not specific
304,AIY,ADF,2.0,1.0,1.0,12.0,0.0,4,16.0,16.0,3,1,not specific
305,AIY,AFD,2.0,1.0,3.0,1.0,0.0,4,7.0,1.75,3,1,not specific
306,AIY,AIB,1.0,2.0,3.0,8.0,0.0,4,14.0,14.0,3,1,not specific
307,AIY,AIN,0.0,0.0,1.0,0.0,0.0,1,1.0,1.0,1,0,not specific
308,AIY,AIY,1.0,0.0,12.0,0.0,0.0,2,13.0,13.0,2,0,not specific
309,AIY,AIZ,26.0,23.0,219.0,145.0,57.0,5,470.0,235.0,3,2,core
310,AIY,ASE,4.0,3.0,7.0,9.0,0.0,4,23.0,11.5,3,1,not specific
311,AIY,ASG,0.0,0.0,2.0,0.0,0.0,1,2.0,0.6666666666666666,1,0,not specific
312,AIY,ASH,0.0,0.0,0.0,1.0,0.0,1,1.0,1.0,0,1,not specific
313,AIY,AUA,0.0,3.0,0.0,0.0,0.0,1,3.0,1.0,1,0,not specific
314,AIY,AVB,0.0,1.0,0.0,0.0,0.0,1,1.0,0.3333333333333333,1,0,not specific
315,AIY,AWA,1.0,3.0,25.0,4.0,0.0,4,33.0,6.6,3,1,not specific
316,AIY,AWB,0.0,2.0,1.0,1.0,0.0,3,4.0,2.0,2,1,not specific
317,AIY,AWC,1.0,0.0,8.0,0.0,0.0,2,9.0,4.5,2,0,not specific
318,AIY,BAG,1.0,3.0,1.0,0.0,0.0,3,5.0,1.25,3,0,cel_specific
319,AIY,HSN,0.0,0.0,1.0,0.0,0.0,1,1.0,1.0,1,0,not specific
320,AIY,RIA,11.0,6.0,167.0,104.0,45.0,5,333.0,166.5,3,2,core
321,AIY,RIB,12.0,12.0,168.0,115.0,46.0,5,353.0,88.25,3,2,core
322,AIY,RIH,0.0,0.0,1.0,2.0,0.0,2,3.0,3.0,1,1,not specific
323,AIY,RIM,0.0,1.0,0.0,0.0,0.0,1,1.0,,1,0,not specific
324,AIY,RIR,1.0,0.0,1.0,0.0,0.0,2,2.0,2.0,2,0,not specific
325,AIY,RIV,0.0,0.0,1.0,0.0,0.0,1,1.0,1.0,1,0,not specific
326,AIZ,ADA,0.0,0.0,0.0,2.0,0.0,1,2.0,,0,1,not specific
327,AIZ,ADF,1.0,0.0,2.0,2.0,0.0,3,5.0,5.0,2,1,not specific
328,AIZ,AFD,1.0,0.0,1.0,0.0,0.0,2,2.0,1.0,2,0,not specific
329,AIZ,AIA,10.0,22.0,17.0,0.0,0.0,3,49.0,24.5,3,0,cel_specific
330,AIZ,AIB,46.0,74.0,116.0,102.0,22.0,5,360.0,360.0,3,2,core
331,AIZ,AIY,0.0,1.0,0.0,3.0,0.0,2,4.0,4.0,1,1,not specific
332,AIZ,AIZ,0.0,1.0,0.0,6.0,11.0,3,18.0,9.0,1,2,not specific
333,AIZ,ASE,3.0,3.0,6.0,6.0,0.0,4,18.0,18.0,3,1,not specific
334,AIZ,ASG,0.0,1.0,0.0,0.0,0.0,1,1.0,1.0,1,0,not specific
335,AIZ,AUA,0.0,0.0,0.0,8.0,0.0,1,8.0,4.0,0,1,not specific
336,AIZ,AVA,0.0,1.0,0.0,10.0,0.0,2,11.0,11.0,1,1,not specific
337,AIZ,AVD,0.0,1.0,0.0,0.0,0.0,1,1.0,1.0,1,0,not specific
338,AIZ,AVE,24.0,20.0,58.0,0.0,0.0,3,102.0,102.0,3,0,cel_specific
339,AIZ,AVK,0.0,0.0,4.0,6.0,2.0,3,12.0,12.0,1,2,not specific
340,AIZ,AWA,2.0,1.0,1.0,2.0,0.0,4,6.0,6.0,3,1,not specific
341,AIZ,AWB,1.0,2.0,0.0,1.0,0.0,3,4.0,4.0,2,1,not specific
342,AIZ,AWC,3.0,3.0,4.0,0.0,0.0,3,10.0,10.0,3,0,cel_specific
343,AIZ,BAG,2.0,2.0,0.0,0.0,0.0,2,4.0,1.0,2,0,not specific
344,AIZ,DVA,1.0,1.0,4.0,0.0,0.0,3,6.0,3.0,3,0,cel_specific
345,AIZ,RIA,24.0,20.0,58.0,51.0,3.0,5,156.0,156.0,3,2,core
346,AIZ,RIB,0.0,0.0,0.0,1.0,0.0,1,1.0,1.0,0,1,not specific
347,AIZ,RIC,0.0,0.0,11.0,0.0,0.0,1,11.0,11.0,1,0,not specific
348,AIZ,RID,0.0,1.0,0.0,0.0,0.0,1,1.0,1.0,1,0,not specific
349,AIZ,RIG,0.0,0.0,4.0,2.0,2.0,3,8.0,4.0,1,2,not specific
350,AIZ,RIH,0.0,1.0,0.0,0.0,0.0,1,1.0,1.0,1,0,not specific
351,AIZ,RIM,24.0,41.0,69.0,76.0,26.0,5,236.0,78.66666666666667,3,2,core
352,AIZ,RIP,0.0,0.0,0.0,1.0,0.0,1,1.0,0.2,0,1,not specific
353,AIZ,RIR,0.0,0.0,0.0,63.0,6.0,2,69.0,34.5,0,2,pristi_specific
354,AIZ,SDQ,0.0,0.0,0.0,3.0,0.0,1,3.0,3.0,0,1,not specific
355,AIZ,SIA,0.0,0.0,1.0,1.0,0.0,2,2.0,2.0,1,1,not specific
356,AIZ,SMB,56.0,48.0,95.0,110.0,25.0,5,334.0,83.5,3,2,core
357,AIZ,SMD,0.0,0.0,7.0,0.0,0.0,1,7.0,7.0,1,0,not specific
358,AIZ,URY,1.0,0.0,3.0,9.0,0.0,3,13.0,6.5,2,1,not specific
359,AIZ,VBn,0.0,0.0,1.0,0.0,0.0,1,1.0,1.0,1,0,not specific
360,ALA,ADL,1.0,1.0,0.0,12.0,3.0,4,17.0,17.0,2,2,not specific
361,ALA,AIM,0.0,0.0,0.0,0.0,6.0,1,6.0,6.0,0,1,not specific
362,ALA,ASG,0.0,0.0,0.0,4.0,0.0,1,4.0,4.0,0,1,not specific
363,ALA,ASJ,0.0,0.0,4.0,0.0,0.0,1,4.0,4.0,1,0,not specific
364,ALA,AVA,0.0,1.0,0.0,0.0,0.0,1,1.0,1.0,1,0,not specific
365,ALA,AVD,0.0,0.0,1.0,0.0,0.0,1,1.0,1.0,1,0,not specific
366,ALA,AVE,7.0,5.0,12.0,16.0,9.0,5,49.0,9.8,3,2,core
367,ALA,BDU,1.0,0.0,0.0,0.0,0.0,1,1.0,1.0,1,0,not specific
368,ALA,CAN,0.0,0.0,0.0,11.0,0.0,1,11.0,3.6666666666666665,0,1,not specific
369,ALA,PVN,1.0,0.0,0.0,0.0,0.0,1,1.0,1.0,1,0,not specific
370,ALA,PVQ,0.0,0.0,0.0,4.0,0.0,1,4.0,4.0,0,1,not specific
371,ALA,RIA,0.0,0.0,2.0,0.0,0.0,1,2.0,2.0,1,0,not specific
372,ALA,RMD,0.0,0.0,3.0,0.0,0.0,1,3.0,3.0,1,0,not specific
373,ALM,ADE,0.0,2.0,0.0,22.0,19.0,3,43.0,43.0,1,2,not specific
374,ALM,AIM,0.0,0.0,1.0,0.0,0.0,1,1.0,1.0,1,0,not specific
375,ALM,AIN,0.0,0.0,0.0,0.0,3.0,1,3.0,1.0,0,1,not specific
376,ALM,AIY,0.0,0.0,0.0,3.0,0.0,1,3.0,3.0,0,1,not specific
377,ALM,ALM,0.0,0.0,1.0,6.0,16.0,3,23.0,7.666666666666667,1,2,not specific
378,ALM,ALN,1.0,0.0,0.0,0.0,0.0,1,1.0,1.0,1,0,not specific
379,ALM,AVB,1.0,0.0,0.0,36.0,19.0,3,56.0,11.2,1,2,not specific
380,ALM,AVD,1.0,5.0,3.0,3.0,12.0,5,24.0,24.0,3,2,core
381,ALM,AVE,0.0,0.0,3.0,0.0,0.0,1,3.0,3.0,1,0,not specific
382,ALM,AVJ,0.0,0.0,0.0,2.0,3.0,2,5.0,1.6666666666666667,0,2,pristi_specific
383,ALM,AVM,0.0,1.0,0.0,0.0,0.0,1,1.0,0.25,1,0,not specific
384,ALM,AWB,0.0,0.0,0.0,6.0,0.0,1,6.0,2.0,0,1,not specific
385,ALM,BDU,16.0,15.0,29.0,0.0,2.0,4,62.0,31.0,3,1,not specific
386,ALM,CEP,14.0,17.0,9.0,0.0,4.0,4,44.0,44.0,3,1,not specific
387,ALM,PVC,12.0,17.0,25.0,61.0,15.0,5,130.0,130.0,3,2,core
388,ALM,PVN,2.0,2.0,0.0,22.0,11.0,4,37.0,9.25,2,2,not specific
389,ALM,PVP,0.0,0.0,0.0,6.0,0.0,1,6.0,3.0,0,1,not specific
390,ALM,PVR,2.0,0.0,0.0,0.0,5.0,2,7.0,1.4,1,1,not specific
391,ALM,RIC,0.0,0.0,5.0,0.0,0.0,1,5.0,2.5,1,0,not specific
392,ALM,RID,0.0,1.0,0.0,0.0,0.0,1,1.0,1.0,1,0,not specific
393,ALM,RIF,0.0,2.0,2.0,5.0,0.0,3,9.0,4.5,2,1,not specific
394,ALM,RIH,0.0,0.0,0.0,0.0,1.0,1,1.0,1.0,0,1,not specific
395,ALM,RIS,0.0,0.0,0.0,2.0,0.0,1,2.0,2.0,0,1,not specific
396,ALM,RMD,1.0,0.0,2.0,0.0,0.0,2,3.0,1.0,2,0,not specific
397,ALM,RMG,0.0,0.0,3.0,0.0,0.0,1,3.0,0.75,1,0,not specific
398,ALM,SDQ,1.0,0.0,2.0,0.0,0.0,2,3.0,3.0,2,0,not specific
399,ALM,SIA,0.0,0.0,1.0,0.0,0.0,1,1.0,0.2,1,0,not specific
400,ALM,SIB,0.0,0.0,0.0,0.0,3.0,1,3.0,3.0,0,1,not specific
401,ALM,SMB,1.0,0.0,2.0,0.0,0.0,2,3.0,3.0,2,0,not specific
402,ALM,SMD,0.0,0.0,1.0,0.0,0.0,1,1.0,1.0,1,0,not specific
403,ALM,URB,0.0,0.0,1.0,0.0,0.0,1,1.0,0.5,1,0,not specific
404,ALN,ADE,0.0,1.0,1.0,0.0,0.0,2,2.0,0.5,2,0,not specific
405,ALN,AIB,0.0,0.0,0.0,0.0,2.0,1,2.0,0.6666666666666666,0,1,not specific
406,ALN,AVA,0.0,2.0,6.0,3.0,0.0,3,11.0,11.0,2,1,not specific
407,ALN,IL1,0.0,0.0,0.0,2.0,0.0,1,2.0,1.0,0,1,not specific
408,ALN,RIA,1.0,1.0,1.0,0.0,0.0,3,3.0,0.75,3,0,cel_specific
